patch_20286776 install log: 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/jca_adapter/OracleBRMJCA15Adapter.rar 
backing up /brmapp/portal/7.5/apps/brm_integrations/jca_adapter/weblogic_startup.jar, /brmapp/portal/7.5/apps/brm_integrations/jca_adapter/weblogic_startup.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/jca_adapter/weblogic_startup.jar 
backing up /brmapp/portal/7.5/apps/brm_integrations/jca_adapter/client/src/BRMAdapterServletClient.java, /brmapp/portal/7.5/apps/brm_integrations/jca_adapter/client/src/BRMAdapterServletClient.java.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/jca_adapter/client/src/BRMAdapterServletClient.java 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BAL_GET_BALANCES.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BAL_GET_BALANCES.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BAL_GET_BALANCES.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_MODIFY_CUSTOMER.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_MODIFY_CUSTOMER.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_MODIFY_CUSTOMER.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BILL_DEBIT.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BILL_DEBIT.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BILL_DEBIT.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_DELETE_PAYINFO.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_DELETE_PAYINFO.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_DELETE_PAYINFO.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PRICE_SET_PRICE_LIST.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PRICE_SET_PRICE_LIST.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PRICE_SET_PRICE_LIST.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_UPDATE_CUSTOMER.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_UPDATE_CUSTOMER.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_UPDATE_CUSTOMER.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PYMT_COLLECT.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PYMT_COLLECT.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PYMT_COLLECT.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_GET_BILL_ITEMS.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_GET_BILL_ITEMS.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_GET_BILL_ITEMS.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BAL_GET_ACCT_BILLINFO.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BAL_GET_ACCT_BILLINFO.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_BAL_GET_ACCT_BILLINFO.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_UPDATE_SERVICES.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_UPDATE_SERVICES.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_UPDATE_SERVICES.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_COMMIT_CUSTOMER.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_COMMIT_CUSTOMER.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_CUST_COMMIT_CUSTOMER.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_GET_BILLS.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_GET_BILLS.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_AR_GET_BILLS.xml 
backing up /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PRICE_GET_PRICE_LIST.xml, /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PRICE_GET_PRICE_LIST.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/apps/brm_integrations/opspecs/PCM_OP_PRICE_GET_PRICE_LIST.xml 
backing up /brmapp/portal/7.5/bin/pin_deferred_act, /brmapp/portal/7.5/bin/pin_deferred_act.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_deferred_act 
backing up /brmapp/portal/7.5/bin/pin_bus_params, /brmapp/portal/7.5/bin/pin_bus_params.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_bus_params 
backing up /brmapp/portal/7.5/bin/dm_oracle, /brmapp/portal/7.5/bin/dm_oracle.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm_oracle 
backing up /brmapp/portal/7.5/bin/load_pin_network_elements, /brmapp/portal/7.5/bin/load_pin_network_elements.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_network_elements 
backing up /brmapp/portal/7.5/bin/pin_sub_balance_cleanup, /brmapp/portal/7.5/bin/pin_sub_balance_cleanup.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_sub_balance_cleanup 
backing up /brmapp/portal/7.5/bin/load_pin_telco_service_order_state, /brmapp/portal/7.5/bin/load_pin_telco_service_order_state.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_telco_service_order_state 
backing up /brmapp/portal/7.5/bin/pin_crypt_rewrite, /brmapp/portal/7.5/bin/pin_crypt_rewrite.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_crypt_rewrite 
backing up /brmapp/portal/7.5/bin/pin_config_distribution, /brmapp/portal/7.5/bin/pin_config_distribution.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_config_distribution 
backing up /brmapp/portal/7.5/bin/dm_ifw_sync, /brmapp/portal/7.5/bin/dm_ifw_sync.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm_ifw_sync 
backing up /brmapp/portal/7.5/bin/load_suspended_batch_info, /brmapp/portal/7.5/bin/load_suspended_batch_info.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_suspended_batch_info 
backing up /brmapp/portal/7.5/bin/load_pin_verify, /brmapp/portal/7.5/bin/load_pin_verify.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_verify 
backing up /brmapp/portal/7.5/bin/load_pin_excluded_logins, /brmapp/portal/7.5/bin/load_pin_excluded_logins.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_excluded_logins 
backing up /brmapp/portal/7.5/bin/load_pin_ar_taxes, /brmapp/portal/7.5/bin/load_pin_ar_taxes.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_ar_taxes 
backing up /brmapp/portal/7.5/bin/start_all, /brmapp/portal/7.5/bin/start_all.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_all 
backing up /brmapp/portal/7.5/bin/pin_discount_cleanup, /brmapp/portal/7.5/bin/pin_discount_cleanup.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_discount_cleanup 
backing up /brmapp/portal/7.5/bin/pin_rate_change, /brmapp/portal/7.5/bin/pin_rate_change.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_rate_change 
backing up /brmapp/portal/7.5/bin/pin_trial_bill_accts, /brmapp/portal/7.5/bin/pin_trial_bill_accts.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_trial_bill_accts 
backing up /brmapp/portal/7.5/bin/pin_mass_refund, /brmapp/portal/7.5/bin/pin_mass_refund.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_mass_refund 
backing up /brmapp/portal/7.5/bin/load_pin_remittance_flds, /brmapp/portal/7.5/bin/load_pin_remittance_flds.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_remittance_flds 
backing up /brmapp/portal/7.5/bin/pin_wsdl_generator, /brmapp/portal/7.5/bin/pin_wsdl_generator.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_wsdl_generator 
backing up /brmapp/portal/7.5/bin/load_usage_map, /brmapp/portal/7.5/bin/load_usage_map.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_usage_map 
backing up /brmapp/portal/7.5/bin/load_pin_impact_category, /brmapp/portal/7.5/bin/load_pin_impact_category.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_impact_category 
backing up /brmapp/portal/7.5/bin/load_tax_supplier, /brmapp/portal/7.5/bin/load_tax_supplier.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_tax_supplier 
backing up /brmapp/portal/7.5/bin/load_edr_field_mapping, /brmapp/portal/7.5/bin/load_edr_field_mapping.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_edr_field_mapping 
backing up /brmapp/portal/7.5/bin/pin_apply_bulk_adjustment, /brmapp/portal/7.5/bin/pin_apply_bulk_adjustment.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_apply_bulk_adjustment 
backing up /brmapp/portal/7.5/bin/pin_update_items_journals, /brmapp/portal/7.5/bin/pin_update_items_journals.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_update_items_journals 
backing up /brmapp/portal/7.5/bin/pin_crypt_upgrade, /brmapp/portal/7.5/bin/pin_crypt_upgrade.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_crypt_upgrade 
backing up /brmapp/portal/7.5/bin/load_pin_config_ra_alerts, /brmapp/portal/7.5/bin/load_pin_config_ra_alerts.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_ra_alerts 
backing up /brmapp/portal/7.5/bin/dm_aq, /brmapp/portal/7.5/bin/dm_aq.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm_aq 
backing up /brmapp/portal/7.5/bin/pin_virtual_time, /brmapp/portal/7.5/bin/pin_virtual_time.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_virtual_time 
backing up /brmapp/portal/7.5/bin/pin_collect, /brmapp/portal/7.5/bin/pin_collect.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_collect 
backing up /brmapp/portal/7.5/bin/pin_trial_bill_purge, /brmapp/portal/7.5/bin/pin_trial_bill_purge.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_trial_bill_purge 
backing up /brmapp/portal/7.5/bin/load_ara_config_object, /brmapp/portal/7.5/bin/load_ara_config_object.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_ara_config_object 
backing up /brmapp/portal/7.5/bin/load_pin_bus_params, /brmapp/portal/7.5/bin/load_pin_bus_params.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_bus_params 
backing up /brmapp/portal/7.5/bin/pin_load_invoice_events, /brmapp/portal/7.5/bin/pin_load_invoice_events.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_load_invoice_events 
backing up /brmapp/portal/7.5/bin/pin_event_extract, /brmapp/portal/7.5/bin/pin_event_extract.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_event_extract 
backing up /brmapp/portal/7.5/bin/load_pin_calendar, /brmapp/portal/7.5/bin/load_pin_calendar.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_calendar 
backing up /brmapp/portal/7.5/bin/pin_mta_test_caf, /brmapp/portal/7.5/bin/pin_mta_test_caf.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_mta_test_caf 
backing up /brmapp/portal/7.5/bin/load_pin_config_batchstat_link, /brmapp/portal/7.5/bin/load_pin_config_batchstat_link.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_batchstat_link 
backing up /brmapp/portal/7.5/bin/load_pin_customer_segment, /brmapp/portal/7.5/bin/load_pin_customer_segment.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_customer_segment 
backing up /brmapp/portal/7.5/bin/load_pin_glid, /brmapp/portal/7.5/bin/load_pin_glid.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_glid 
backing up /brmapp/portal/7.5/bin/pin_clean_asos, /brmapp/portal/7.5/bin/pin_clean_asos.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_clean_asos 
backing up /brmapp/portal/7.5/bin/start_dm_oracle, /brmapp/portal/7.5/bin/start_dm_oracle.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_dm_oracle 
backing up /brmapp/portal/7.5/bin/pin_collections_send_dunning, /brmapp/portal/7.5/bin/pin_collections_send_dunning.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_collections_send_dunning 
backing up /brmapp/portal/7.5/bin/testnap, /brmapp/portal/7.5/bin/testnap.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/testnap 
backing up /brmapp/portal/7.5/bin/load_pin_remittance_spec, /brmapp/portal/7.5/bin/load_pin_remittance_spec.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_remittance_spec 
backing up /brmapp/portal/7.5/bin/load_pin_config_ra_thresholds, /brmapp/portal/7.5/bin/load_pin_config_ra_thresholds.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_ra_thresholds 
backing up /brmapp/portal/7.5/bin/cmmp, /brmapp/portal/7.5/bin/cmmp.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/cmmp 
backing up /brmapp/portal/7.5/bin/load_localized_strings, /brmapp/portal/7.5/bin/load_localized_strings.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_localized_strings 
backing up /brmapp/portal/7.5/bin/pin_cycle_fees, /brmapp/portal/7.5/bin/pin_cycle_fees.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_cycle_fees 
backing up /brmapp/portal/7.5/bin/load_pin_batch_suspense_reason_code, /brmapp/portal/7.5/bin/load_pin_batch_suspense_reason_code.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_batch_suspense_reason_code 
backing up /brmapp/portal/7.5/bin/infmgr, /brmapp/portal/7.5/bin/infmgr.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/infmgr 
backing up /brmapp/portal/7.5/bin/cm, /brmapp/portal/7.5/bin/cm.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/cm 
backing up /brmapp/portal/7.5/bin/start_cm, /brmapp/portal/7.5/bin/start_cm.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_cm 
backing up /brmapp/portal/7.5/bin/load_pin_business_profile, /brmapp/portal/7.5/bin/load_pin_business_profile.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_business_profile 
backing up /brmapp/portal/7.5/bin/pin_bill_day, /brmapp/portal/7.5/bin/pin_bill_day.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_bill_day 
backing up /brmapp/portal/7.5/bin/pin_remittance, /brmapp/portal/7.5/bin/pin_remittance.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_remittance 
backing up /brmapp/portal/7.5/bin/pin_monitor_balance, /brmapp/portal/7.5/bin/pin_monitor_balance.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_monitor_balance 
backing up /brmapp/portal/7.5/bin/dm, /brmapp/portal/7.5/bin/dm.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm 
backing up /brmapp/portal/7.5/bin/load_pin_sub_bal_contributor, /brmapp/portal/7.5/bin/load_pin_sub_bal_contributor.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_sub_bal_contributor 
backing up /brmapp/portal/7.5/bin/pin_make_corrective_bills, /brmapp/portal/7.5/bin/pin_make_corrective_bills.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_make_corrective_bills 
backing up /brmapp/portal/7.5/bin/pin_state_change, /brmapp/portal/7.5/bin/pin_state_change.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_state_change 
backing up /brmapp/portal/7.5/bin/load_pin_telco_provisioning, /brmapp/portal/7.5/bin/load_pin_telco_provisioning.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_telco_provisioning 
backing up /brmapp/portal/7.5/bin/pin_clean, /brmapp/portal/7.5/bin/pin_clean.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_clean 
backing up /brmapp/portal/7.5/bin/load_pin_payment_term, /brmapp/portal/7.5/bin/load_pin_payment_term.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_payment_term 
backing up /brmapp/portal/7.5/bin/pin_recycle, /brmapp/portal/7.5/bin/pin_recycle.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_recycle 
backing up /brmapp/portal/7.5/bin/pin_dd_to_schema, /brmapp/portal/7.5/bin/pin_dd_to_schema.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_dd_to_schema 
backing up /brmapp/portal/7.5/bin/dm_prov_telco, /brmapp/portal/7.5/bin/dm_prov_telco.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm_prov_telco 
backing up /brmapp/portal/7.5/bin/pin_iscript, /brmapp/portal/7.5/bin/pin_iscript.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_iscript 
backing up /brmapp/portal/7.5/bin/load_pin_batch_suspense_override_reason, /brmapp/portal/7.5/bin/load_pin_batch_suspense_override_reason.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_batch_suspense_override_reason 
backing up /brmapp/portal/7.5/bin/load_pin_rtp_trim_flist, /brmapp/portal/7.5/bin/load_pin_rtp_trim_flist.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_rtp_trim_flist 
backing up /brmapp/portal/7.5/bin/load_config, /brmapp/portal/7.5/bin/load_config.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_config 
backing up /brmapp/portal/7.5/bin/load_pin_beid, /brmapp/portal/7.5/bin/load_pin_beid.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_beid 
backing up /brmapp/portal/7.5/bin/pin_load_rerate_jobs, /brmapp/portal/7.5/bin/pin_load_rerate_jobs.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_load_rerate_jobs 
backing up /brmapp/portal/7.5/bin/stop_all, /brmapp/portal/7.5/bin/stop_all.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/stop_all 
backing up /brmapp/portal/7.5/bin/start_batch_controller, /brmapp/portal/7.5/bin/start_batch_controller.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_batch_controller 
backing up /brmapp/portal/7.5/bin/start_dm_ifw_sync, /brmapp/portal/7.5/bin/start_dm_ifw_sync.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_dm_ifw_sync 
backing up /brmapp/portal/7.5/bin/start_eai_js, /brmapp/portal/7.5/bin/start_eai_js.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_eai_js 
backing up /brmapp/portal/7.5/bin/pin_recover, /brmapp/portal/7.5/bin/pin_recover.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_recover 
backing up /brmapp/portal/7.5/bin/pin_cycle_forward, /brmapp/portal/7.5/bin/pin_cycle_forward.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_cycle_forward 
backing up /brmapp/portal/7.5/bin/pin_crypt_app, /brmapp/portal/7.5/bin/pin_crypt_app.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_crypt_app 
backing up /brmapp/portal/7.5/bin/load_pin_telco_tags, /brmapp/portal/7.5/bin/load_pin_telco_tags.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_telco_tags 
backing up /brmapp/portal/7.5/bin/pin_inv_export, /brmapp/portal/7.5/bin/pin_inv_export.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_inv_export 
backing up /brmapp/portal/7.5/bin/cm_proxy, /brmapp/portal/7.5/bin/cm_proxy.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/cm_proxy 
backing up /brmapp/portal/7.5/bin/start_rel_daemon, /brmapp/portal/7.5/bin/start_rel_daemon.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_rel_daemon 
backing up /brmapp/portal/7.5/bin/load_pin_rerate_flds, /brmapp/portal/7.5/bin/load_pin_rerate_flds.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_rerate_flds 
backing up /brmapp/portal/7.5/bin/load_pin_event_record_map, /brmapp/portal/7.5/bin/load_pin_event_record_map.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_event_record_map 
backing up /brmapp/portal/7.5/bin/pin_rollover, /brmapp/portal/7.5/bin/pin_rollover.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_rollover 
backing up /brmapp/portal/7.5/bin/pin_mta_monitor, /brmapp/portal/7.5/bin/pin_mta_monitor.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_mta_monitor 
backing up /brmapp/portal/7.5/bin/nmgr, /brmapp/portal/7.5/bin/nmgr.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/nmgr 
backing up /brmapp/portal/7.5/bin/dm_eai, /brmapp/portal/7.5/bin/dm_eai.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm_eai 
backing up /brmapp/portal/7.5/bin/pin_unlock_service, /brmapp/portal/7.5/bin/pin_unlock_service.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_unlock_service 
backing up /brmapp/portal/7.5/bin/load_pin_spec_rates, /brmapp/portal/7.5/bin/load_pin_spec_rates.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_spec_rates 
backing up /brmapp/portal/7.5/bin/pin_bill_accts, /brmapp/portal/7.5/bin/pin_bill_accts.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_bill_accts 
backing up /brmapp/portal/7.5/bin/load_pin_config_ra_flows, /brmapp/portal/7.5/bin/load_pin_config_ra_flows.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_ra_flows 
backing up /brmapp/portal/7.5/bin/load_pin_suspense_edr_fld_map, /brmapp/portal/7.5/bin/load_pin_suspense_edr_fld_map.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_suspense_edr_fld_map 
backing up /brmapp/portal/7.5/bin/pin_upd_assoc_bus_profile, /brmapp/portal/7.5/bin/pin_upd_assoc_bus_profile.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_upd_assoc_bus_profile 
backing up /brmapp/portal/7.5/bin/load_pin_suspense_params, /brmapp/portal/7.5/bin/load_pin_suspense_params.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_suspense_params 
backing up /brmapp/portal/7.5/bin/start_dm_aq, /brmapp/portal/7.5/bin/start_dm_aq.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_dm_aq 
backing up /brmapp/portal/7.5/bin/load_pin_suspense_editable_flds, /brmapp/portal/7.5/bin/load_pin_suspense_editable_flds.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_suspense_editable_flds 
backing up /brmapp/portal/7.5/bin/pin_bill_week, /brmapp/portal/7.5/bin/pin_bill_week.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_bill_week 
backing up /brmapp/portal/7.5/bin/load_pin_config_auth_reauth_info, /brmapp/portal/7.5/bin/load_pin_config_auth_reauth_info.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_auth_reauth_info 
backing up /brmapp/portal/7.5/bin/pin_product_clear, /brmapp/portal/7.5/bin/pin_product_clear.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_product_clear 
backing up /brmapp/portal/7.5/bin/pin_collections_process, /brmapp/portal/7.5/bin/pin_collections_process.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_collections_process 
backing up /brmapp/portal/7.5/bin/load_event_map, /brmapp/portal/7.5/bin/load_event_map.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_event_map 
backing up /brmapp/portal/7.5/bin/load_pin_billing_segment, /brmapp/portal/7.5/bin/load_pin_billing_segment.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_billing_segment 
backing up /brmapp/portal/7.5/bin/load_config_provisioning_tags, /brmapp/portal/7.5/bin/load_config_provisioning_tags.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_config_provisioning_tags 
backing up /brmapp/portal/7.5/bin/load_pin_bill_suppression, /brmapp/portal/7.5/bin/load_pin_bill_suppression.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_bill_suppression 
backing up /brmapp/portal/7.5/bin/pin_rerate, /brmapp/portal/7.5/bin/pin_rerate.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_rerate 
backing up /brmapp/portal/7.5/bin/load_pin_config_ood_criteria, /brmapp/portal/7.5/bin/load_pin_config_ood_criteria.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_ood_criteria 
backing up /brmapp/portal/7.5/bin/load_pin_snowball_distribution, /brmapp/portal/7.5/bin/load_pin_snowball_distribution.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_snowball_distribution 
backing up /brmapp/portal/7.5/bin/pin_balance_transfer, /brmapp/portal/7.5/bin/pin_balance_transfer.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_balance_transfer 
